timestamp,energy_kwh,temperature_c,occupancy,equipment_load_kw
2026-08-21 00:00:00,14.52,21.6,4.0,13.79
2026-08-21 01:00:00,13.39,19.7,2.0,12.72
2026-08-21 02:00:00,16.22,19.5,4.0,15.4
2026-08-21 03:00:00,15.9,17.7,1.0,15.11
2026-08-21 04:00:00,13.5,18.3,2.0,12.82
2026-08-21 05:00:00,13.3,17.5,0.0,12.63
2026-08-21 06:00:00,13.51,20.1,4.0,12.83
2026-08-21 07:00:00,14.94,22.5,5.0,14.19
2026-08-21 08:00:00,77.84,23.7,121.9,73.95
2026-08-21 09:00:00,80.42,25.3,98.4,76.4
2026-08-21 10:00:00,95.39,29.1,106.5,90.62
2026-08-21 11:00:00,94.62,30.7,97.3,89.89
2026-08-21 12:00:00,97.44,31.3,118.2,92.57
2026-08-21 13:00:00,103.03,32.1,136.7,97.88
2026-08-21 14:00:00,108.76,33.0,119.6,103.32
2026-08-21 15:00:00,107.58,34.1,117.9,102.2
2026-08-21 16:00:00,108.08,33.1,114.0,102.68
2026-08-21 17:00:00,108.42,31.9,123.9,103.0
2026-08-21 18:00:00,97.75,32.0,116.3,92.86
2026-08-21 19:00:00,104.92,31.6,108.3,99.67
2026-08-21 20:00:00,14.64,28.7,4.0,13.91
2026-08-21 21:00:00,18.13,25.2,3.0,17.23
2026-08-21 22:00:00,15.01,26.0,1.0,14.26
2026-08-21 23:00:00,17.06,21.8,2.0,16.21
2026-08-22 00:00:00,13.15,20.1,1.0,12.49
2026-08-22 01:00:00,15.56,19.5,2.0,14.78
2026-08-22 02:00:00,15.69,16.7,2.0,14.91
2026-08-22 03:00:00,15.06,18.2,7.0,14.31
2026-08-22 04:00:00,13.14,18.2,4.0,12.48
2026-08-22 05:00:00,15.53,20.6,1.0,14.76
2026-08-22 06:00:00,15.91,19.1,3.0,15.11
2026-08-22 07:00:00,14.9,21.6,2.0,14.16
2026-08-22 08:00:00,12.65,23.2,2.0,12.02
2026-08-22 09:00:00,16.98,25.4,6.0,16.13
2026-08-22 10:00:00,12.63,28.5,3.0,12.0
2026-08-22 11:00:00,15.05,28.5,0.0,14.3
2026-08-22 12:00:00,16.03,31.2,6.0,15.23
2026-08-22 13:00:00,14.56,33.7,6.0,13.84
2026-08-22 14:00:00,15.55,32.5,3.0,14.77
2026-08-22 15:00:00,15.3,31.4,6.0,14.53
2026-08-22 16:00:00,16.58,33.8,2.0,15.75
2026-08-22 17:00:00,14.27,33.3,0.0,13.56
2026-08-22 18:00:00,11.16,32.3,2.0,10.6
2026-08-22 19:00:00,13.37,28.9,1.0,12.7
2026-08-22 20:00:00,13.28,28.7,4.0,12.61
2026-08-22 21:00:00,15.87,26.9,3.0,15.08
2026-08-22 22:00:00,12.42,25.4,2.0,11.8
2026-08-22 23:00:00,15.78,21.2,3.0,14.99
2026-08-23 00:00:00,12.75,21.0,3.0,12.11
2026-08-23 01:00:00,19.66,21.1,7.0,18.68
2026-08-23 02:00:00,15.63,18.9,2.0,14.85
2026-08-23 03:00:00,13.17,16.7,7.0,12.51
2026-08-23 04:00:00,14.2,18.7,2.0,13.49
2026-08-23 05:00:00,14.46,17.6,4.0,13.74
2026-08-23 06:00:00,15.06,22.2,4.0,14.31
2026-08-23 07:00:00,13.71,21.5,4.0,13.02
2026-08-23 08:00:00,17.9,25.0,2.0,17.01
2026-08-23 09:00:00,15.22,25.6,2.0,14.45
2026-08-23 10:00:00,12.73,29.3,3.0,12.09
2026-08-23 11:00:00,16.4,29.3,3.0,15.58
2026-08-23 12:00:00,14.77,32.2,4.0,14.03
2026-08-23 13:00:00,15.39,32.5,2.0,14.62
2026-08-23 14:00:00,15.12,32.4,2.0,14.36
2026-08-23 15:00:00,16.55,34.9,3.0,15.73
2026-08-23 16:00:00,12.83,33.6,3.0,12.18
2026-08-23 17:00:00,15.27,32.2,2.0,14.5
2026-08-23 18:00:00,13.78,31.9,3.0,13.09
2026-08-23 19:00:00,16.52,31.2,3.0,15.69
2026-08-23 20:00:00,15.42,27.9,4.0,14.64
2026-08-23 21:00:00,15.77,24.5,4.0,14.98
2026-08-23 22:00:00,14.79,23.1,4.0,14.05
2026-08-23 23:00:00,17.07,23.7,3.0,16.22
2026-08-24 00:00:00,14.65,20.6,1.0,13.92
2026-08-24 01:00:00,13.96,18.3,2.0,13.27
2026-08-24 02:00:00,14.55,20.0,2.0,13.82
2026-08-24 03:00:00,15.71,18.5,4.0,14.92
2026-08-24 04:00:00,17.57,18.4,1.0,16.69
2026-08-24 05:00:00,16.15,19.2,3.0,15.34
2026-08-24 06:00:00,15.96,21.5,4.0,15.16
2026-08-24 07:00:00,13.85,24.0,2.0,13.16
2026-08-24 08:00:00,70.31,23.5,102.3,66.8
2026-08-24 09:00:00,81.95,26.0,127.9,77.85
2026-08-24 10:00:00,97.13,28.3,116.2,92.27
2026-08-24 11:00:00,90.47,29.0,113.0,85.94
2026-08-24 12:00:00,104.24,32.2,109.6,99.03
2026-08-24 13:00:00,108.15,33.1,113.1,102.74
2026-08-24 14:00:00,105.92,32.7,108.8,100.62
2026-08-24 15:00:00,106.32,32.3,98.6,101.01
2026-08-24 16:00:00,110.05,34.8,115.3,104.54
2026-08-24 17:00:00,104.31,33.9,108.5,99.1
2026-08-24 18:00:00,108.54,32.4,120.1,103.11
2026-08-24 19:00:00,88.57,27.9,106.0,84.14
2026-08-24 20:00:00,16.27,28.5,5.0,15.46
2026-08-24 21:00:00,15.8,25.0,2.0,15.01
2026-08-24 22:00:00,16.38,24.9,2.0,15.56
2026-08-24 23:00:00,15.64,21.7,1.0,14.86
2026-08-25 00:00:00,12.71,20.4,2.0,12.07
2026-08-25 01:00:00,14.15,17.7,4.0,13.45
2026-08-25 02:00:00,11.5,19.6,3.0,10.93
2026-08-25 03:00:00,14.64,19.0,2.0,13.91
2026-08-25 04:00:00,15.38,17.3,1.0,14.61
2026-08-25 05:00:00,15.98,18.1,3.0,15.18
2026-08-25 06:00:00,14.92,20.0,2.0,14.18
2026-08-25 07:00:00,16.44,24.0,2.0,15.62
2026-08-25 08:00:00,77.22,24.2,137.6,73.36
2026-08-25 09:00:00,88.26,26.4,119.5,83.84
2026-08-25 10:00:00,87.81,29.2,113.7,83.42
2026-08-25 11:00:00,95.04,29.8,112.0,90.28
2026-08-25 12:00:00,105.96,32.9,115.4,100.66
2026-08-25 13:00:00,97.46,33.0,128.5,92.59
2026-08-25 14:00:00,111.72,33.1,122.1,106.14
2026-08-25 15:00:00,110.76,33.5,101.2,105.22
2026-08-25 16:00:00,104.32,33.1,108.1,99.11
2026-08-25 17:00:00,96.78,32.7,114.0,91.94
2026-08-25 18:00:00,107.54,32.6,132.7,102.17
2026-08-25 19:00:00,91.99,28.9,118.0,87.39
2026-08-25 20:00:00,16.0,28.7,1.0,15.2
2026-08-25 21:00:00,17.18,26.5,4.0,16.32
2026-08-25 22:00:00,17.29,25.0,2.0,16.42
2026-08-25 23:00:00,15.69,22.3,7.0,14.91
2026-08-26 00:00:00,14.67,22.2,2.0,13.94
2026-08-26 01:00:00,13.97,18.3,3.0,13.27
2026-08-26 02:00:00,14.28,18.5,4.0,13.57
2026-08-26 03:00:00,16.34,16.9,4.0,15.52
2026-08-26 04:00:00,16.05,17.3,6.0,15.25
2026-08-26 05:00:00,14.19,19.3,2.0,13.48
2026-08-26 06:00:00,15.74,20.0,1.0,14.95
2026-08-26 07:00:00,16.75,20.8,7.0,15.91
2026-08-26 08:00:00,76.92,23.2,121.3,73.08
2026-08-26 09:00:00,80.42,25.2,123.7,76.4
2026-08-26 10:00:00,93.77,28.0,115.0,89.08
2026-08-26 11:00:00,96.47,29.4,101.9,91.65
2026-08-26 12:00:00,102.93,30.5,126.9,97.79
2026-08-26 13:00:00,116.53,33.6,130.7,110.71
2026-08-26 14:00:00,118.97,34.7,123.3,113.02
2026-08-26 15:00:00,114.17,35.8,137.7,108.46
2026-08-26 16:00:00,107.12,32.4,114.5,101.77
2026-08-26 17:00:00,109.05,33.1,117.9,103.6
2026-08-26 18:00:00,101.13,30.2,121.4,96.07
2026-08-26 19:00:00,104.31,30.5,126.9,99.1
2026-08-26 20:00:00,14.02,28.0,4.0,13.32
2026-08-26 21:00:00,15.01,28.0,3.0,14.26
2026-08-26 22:00:00,17.53,25.2,3.0,16.65
2026-08-26 23:00:00,15.51,21.7,0.0,14.74
2026-08-27 00:00:00,17.0,20.9,6.0,16.15
2026-08-27 01:00:00,13.27,19.3,4.0,12.61
2026-08-27 02:00:00,14.78,17.5,7.0,14.04
2026-08-27 03:00:00,16.49,17.1,2.0,15.67
2026-08-27 04:00:00,16.23,18.5,3.0,15.42
2026-08-27 05:00:00,14.71,18.6,5.0,13.97
2026-08-27 06:00:00,12.68,20.2,1.0,12.04
2026-08-27 07:00:00,14.64,21.7,6.0,13.91
2026-08-27 08:00:00,69.67,22.9,112.4,66.19
2026-08-27 09:00:00,75.42,25.4,133.7,71.64
2026-08-27 10:00:00,91.44,27.7,123.3,86.87
2026-08-27 11:00:00,94.07,29.6,100.8,89.37
2026-08-27 12:00:00,107.48,33.0,122.8,102.1
2026-08-27 13:00:00,102.6,31.9,108.3,97.47
2026-08-27 14:00:00,100.67,32.3,127.8,95.63
2026-08-27 15:00:00,108.34,34.0,101.1,102.92
2026-08-27 16:00:00,107.06,32.5,96.8,101.71
2026-08-27 17:00:00,114.72,34.6,131.3,108.98
2026-08-27 18:00:00,105.24,31.2,128.1,99.98
2026-08-27 19:00:00,94.48,30.1,108.2,89.76
2026-08-27 20:00:00,14.89,29.8,5.0,14.14
2026-08-27 21:00:00,12.05,25.5,2.0,11.45
2026-08-27 22:00:00,17.44,25.8,3.0,16.57
2026-08-27 23:00:00,13.25,23.5,2.0,12.59
2026-08-28 00:00:00,13.93,19.4,2.0,13.23
2026-08-28 01:00:00,15.33,18.0,3.0,14.56
2026-08-28 02:00:00,15.29,19.5,3.0,14.53
2026-08-28 03:00:00,14.54,18.4,2.0,13.81
2026-08-28 04:00:00,15.56,18.6,3.0,14.78
2026-08-28 05:00:00,14.61,18.4,2.0,13.88
2026-08-28 06:00:00,14.0,19.4,3.0,13.3
2026-08-28 07:00:00,15.69,21.4,5.0,14.9
2026-08-28 08:00:00,73.97,23.5,123.8,70.27
2026-08-28 09:00:00,75.4,23.9,127.7,71.63
2026-08-28 10:00:00,82.69,28.6,159.3,78.55
2026-08-28 11:00:00,103.19,31.7,117.1,98.03
2026-08-28 12:00:00,99.36,31.6,115.8,94.39
2026-08-28 13:00:00,110.4,33.3,104.8,104.88
2026-08-28 14:00:00,105.79,33.3,108.7,100.5
2026-08-28 15:00:00,115.83,35.3,114.6,110.04
2026-08-28 16:00:00,109.23,33.0,127.6,103.77
2026-08-28 17:00:00,115.39,34.8,118.2,109.62
2026-08-28 18:00:00,99.27,31.8,133.0,94.3
2026-08-28 19:00:00,98.35,30.7,118.1,93.43
2026-08-28 20:00:00,15.38,28.2,4.0,14.61
2026-08-28 21:00:00,15.8,26.3,3.0,15.01
2026-08-28 22:00:00,16.56,24.9,4.0,15.73
2026-08-28 23:00:00,14.41,20.4,4.0,13.69
2026-08-29 00:00:00,15.45,19.2,4.0,14.68
2026-08-29 01:00:00,16.17,20.3,5.0,15.36
2026-08-29 02:00:00,17.62,17.3,6.0,16.74
2026-08-29 03:00:00,14.26,17.5,3.0,13.55
2026-08-29 04:00:00,17.57,18.5,2.0,16.69
2026-08-29 05:00:00,17.98,17.7,1.0,17.08
2026-08-29 06:00:00,15.16,21.3,6.0,14.4
2026-08-29 07:00:00,16.29,21.8,1.0,15.47
2026-08-29 08:00:00,15.76,24.4,2.0,14.97
2026-08-29 09:00:00,15.9,27.5,0.0,15.11
2026-08-29 10:00:00,18.12,28.5,1.0,17.22
2026-08-29 11:00:00,15.87,28.3,6.0,15.08
2026-08-29 12:00:00,17.83,31.2,2.0,16.94
2026-08-29 13:00:00,16.54,31.1,4.0,15.72
2026-08-29 14:00:00,16.56,33.1,1.0,15.73
2026-08-29 15:00:00,10.75,32.5,4.0,10.21
2026-08-29 16:00:00,11.65,32.9,2.0,11.06
2026-08-29 17:00:00,15.67,33.1,1.0,14.89
2026-08-29 18:00:00,14.01,29.2,4.0,13.31
2026-08-29 19:00:00,13.94,29.9,3.0,13.24
2026-08-29 20:00:00,14.05,27.9,5.0,13.35
2026-08-29 21:00:00,14.57,25.5,4.0,13.84
2026-08-29 22:00:00,14.41,22.7,2.0,13.69
2026-08-29 23:00:00,14.56,20.8,4.0,13.83
2026-08-30 00:00:00,16.04,20.6,5.0,15.24
2026-08-30 01:00:00,15.83,19.8,4.0,15.04
2026-08-30 02:00:00,14.68,19.0,4.0,13.95
2026-08-30 03:00:00,16.14,16.2,0.0,15.33
2026-08-30 04:00:00,13.96,19.8,6.0,13.26
2026-08-30 05:00:00,16.61,20.7,3.0,15.78
2026-08-30 06:00:00,15.86,19.1,3.0,15.07
2026-08-30 07:00:00,13.19,21.7,3.0,12.53
2026-08-30 08:00:00,17.48,25.0,1.0,16.61
2026-08-30 09:00:00,14.46,26.5,2.0,13.74
2026-08-30 10:00:00,14.22,28.2,1.0,13.51
2026-08-30 11:00:00,15.05,29.8,2.0,14.29
2026-08-30 12:00:00,17.24,29.9,4.0,16.38
2026-08-30 13:00:00,16.17,32.7,1.0,15.36
2026-08-30 14:00:00,14.6,34.9,2.0,13.87
2026-08-30 15:00:00,13.66,33.9,2.0,12.97
2026-08-30 16:00:00,13.84,34.4,1.0,13.15
2026-08-30 17:00:00,13.99,31.0,2.0,13.29
2026-08-30 18:00:00,15.47,33.0,2.0,14.7
2026-08-30 19:00:00,12.98,29.2,2.0,12.33
2026-08-30 20:00:00,14.38,28.0,3.0,13.66
2026-08-30 21:00:00,13.87,25.0,4.0,13.18
2026-08-30 22:00:00,16.77,23.6,2.0,15.93
2026-08-30 23:00:00,16.34,20.8,2.0,15.52
2026-08-31 00:00:00,16.67,20.9,4.0,15.84
2026-08-31 01:00:00,12.18,17.5,3.0,11.57
2026-08-31 02:00:00,15.64,18.5,3.0,14.86
2026-08-31 03:00:00,13.98,17.0,3.0,13.29
2026-08-31 04:00:00,15.68,19.2,5.0,14.89
2026-08-31 05:00:00,14.21,17.4,3.0,13.5
2026-08-31 06:00:00,16.04,21.7,1.0,15.24
2026-08-31 07:00:00,13.52,22.3,1.0,12.84
2026-08-31 08:00:00,74.91,23.1,132.5,71.16
2026-08-31 09:00:00,73.76,26.0,115.8,70.07
2026-08-31 10:00:00,80.38,27.0,139.1,76.36
2026-08-31 11:00:00,91.64,30.2,130.1,87.06
2026-08-31 12:00:00,102.5,31.8,129.4,97.37
2026-08-31 13:00:00,120.52,35.8,103.3,114.5
2026-08-31 14:00:00,110.21,33.6,127.7,104.7
2026-08-31 15:00:00,100.0,33.3,122.3,95.0
2026-08-31 16:00:00,113.71,34.3,123.0,108.03
2026-08-31 17:00:00,110.54,34.0,123.7,105.02
2026-08-31 18:00:00,103.46,30.8,112.9,98.29
2026-08-31 19:00:00,101.21,31.4,117.6,96.15
2026-08-31 20:00:00,16.76,27.2,3.0,15.92
2026-08-31 21:00:00,15.97,26.2,1.0,15.17
2026-08-31 22:00:00,16.08,24.8,1.0,15.28
2026-08-31 23:00:00,17.03,21.1,1.0,16.18
